PERIODO,SEMEPI,NIVEL,RAMO,LISTDX,CVEDX,TIP_SEXO,GEDAD,DURACI,NDIAS,FREC,TIPCAS,TRABAJADOR
2022,28,99,2,2,IM237,2,3,4,4,1,0,No IMSS
2022,28,99,2,2,IM237,2,4,41,41,1,0,No IMSS
2022,29,14,2,2,127,1,3,15,30,2,0,No IMSS
2022,29,14,2,2,127,1,4,56,112,2,0,No IMSS
2022,29,14,2,2,127,1,5,57.4,287,5,0,No IMSS
2022,29,14,2,2,127,2,3,163,163,1,0,No IMSS
2022,29,14,2,2,127,2,5,68.16666666666667,409,6,0,No IMSS
2022,29,14,2,2,136,2,3,1,1,1,0,No IMSS
2022,29,14,2,2,49,1,2,1,1,1,0,No IMSS
2022,29,14,2,2,49,1,3,59.666666666666664,179,3,0,No IMSS
2022,29,14,2,2,49,1,4,54.142857142857146,379,7,0,No IMSS
2022,29,14,2,2,49,1,5,73.44444444444444,661,9,0,No IMSS
2022,29,14,2,2,49,1,6,1,1,1,0,No IMSS
2022,29,14,2,2,49,2,4,4.222222222222222,38,9,0,No IMSS
2022,29,14,2,2,49,2,5,7,21,3,0,No IMSS
2022,29,14,2,2,49,2,6,251,251,1,0,No IMSS
2022,29,14,2,2,IM237,1,3,28,28,1,0,No IMSS
2022,29,14,2,2,IM237,1,5,100,100,1,0,No IMSS
2022,29,99,1,2,49,1,3,37,37,1,0,No IMSS
2022,29,99,1,2,49,1,4,184.5,369,2,0,No IMSS
2022,29,99,2,2,127,1,2,7.333333333333333,44,6,0,No IMSS
2022,29,99,2,2,127,1,3,1,1,1,0,IMSS
2022,29,99,2,2,127,1,3,27.375,438,16,0,No IMSS
2022,29,99,2,2,127,1,4,28,28,1,0,No IMSS
2022,29,99,2,2,127,1,4,38.892857142857146,1089,28,0,No IMSS
2022,29,99,2,2,127,1,4,189,189,1,0,IMSS
2022,29,99,2,2,127,1,5,54.38709677419355,1686,31,0,No IMSS
2022,29,99,2,2,127,1,5,69,69,1,0,IMSS
2022,29,99,2,2,127,1,6,77.25,309,4,0,No IMSS
2022,29,99,2,2,127,1,7,73,73,1,0,No IMSS
2022,29,99,2,2,127,2,2,10.333333333333334,31,3,0,No IMSS
2022,29,99,2,2,127,2,3,78.8,788,10,0,No IMSS
2022,29,99,2,2,127,2,4,16.444444444444443,148,9,0,No IMSS
2022,29,99,2,2,127,2,5,68.94736842105263,1310,19,0,No IMSS
2022,29,99,2,2,136,2,3,2.6666666666666665,8,3,0,No IMSS
2022,29,99,2,2,49,1,1,4,4,1,0,No IMSS
2022,29,99,2,2,49,1,2,21,210,10,0,No IMSS
2022,29,99,2,2,49,1,3,33.38461538461539,1302,39,0,No IMSS
2022,29,99,2,2,49,1,4,33.25,133,4,0,IMSS
2022,29,99,2,2,49,1,4,48.46938775510204,4750,98,0,No IMSS
2022,29,99,2,2,49,1,5,2.5,5,2,0,IMSS
2022,29,99,2,2,49,1,5,54.96992481203007,7311,133,0,No IMSS
2022,29,99,2,2,49,1,6,43.1,1293,30,0,No IMSS
2022,29,99,2,2,49,1,7,28,28,1,0,No IMSS
2022,29,99,2,2,49,2,1,10.5,21,2,0,No IMSS
2022,29,99,2,2,49,2,2,8.25,66,8,0,No IMSS
2022,29,99,2,2,49,2,3,1,2,2,0,IMSS
2022,29,99,2,2,49,2,3,16.666666666666668,350,21,0,No IMSS
2022,29,99,2,2,49,2,4,13,13,1,0,IMSS
2022,29,99,2,2,49,2,4,23.357142857142858,981,42,0,No IMSS
2022,29,99,2,2,49,2,5,1,1,1,0,IMSS
2022,29,99,2,2,49,2,5,13.5,729,54,0,No IMSS
2022,29,99,2,2,49,2,6,58.4,584,10,0,No IMSS
2022,29,99,2,2,49,2,6,124.33333333333333,373,3,0,IMSS
2022,29,99,2,2,IM127,2,5,2,2,1,0,No IMSS
2022,29,99,2,2,IM237,1,2,7,7,1,0,No IMSS
2022,29,99,2,2,IM237,1,3,10.25,41,4,0,No IMSS
2022,29,99,2,2,IM237,1,5,42.333333333333336,127,3,0,No IMSS
2022,29,99,3,2,136,2,2,84,84,1,0,No IMSS
2022,30,14,2,2,127,1,2,5,5,1,0,No IMSS
2022,30,14,2,2,127,1,3,17.666666666666668,53,3,0,No IMSS
2022,30,14,2,2,127,1,4,19.5,39,2,0,No IMSS
2022,30,14,2,2,127,1,5,23,46,2,0,No IMSS
2022,30,14,2,2,136,2,4,7,7,1,0,No IMSS
2022,30,14,2,2,49,1,2,15,30,2,0,No IMSS
2022,30,14,2,2,49,1,3,101.5,203,2,0,No IMSS
2022,30,14,2,2,49,1,4,14.5,29,2,0,No IMSS
2022,30,14,2,2,49,1,5,75.1,751,10,0,No IMSS
2022,30,14,2,2,49,1,6,2,2,1,0,No IMSS
2022,30,14,2,2,49,2,3,5,5,1,0,No IMSS
2022,30,14,2,2,49,2,4,22.666666666666668,68,3,0,No IMSS
2022,30,14,2,2,49,2,5,4,4,1,0,No IMSS
2022,30,99,2,2,IM237,1,4,8.666666666666666,26,3,0,No IMSS
2022,30,99,2,2,IM237,1,5,11.333333333333334,34,3,0,No IMSS
2022,30,99,2,2,IM237,2,3,56,56,1,0,No IMSS
2022,30,99,2,2,IM237,2,5,3,3,1,0,No IMSS
2022,30,99,3,2,136,2,2,84,84,1,0,No IMSS
2022,30,99,1,2,49,1,5,13,13,1,0,No IMSS
2022,30,99,1,2,49,2,4,14,14,1,0,No IMSS
2022,30,99,2,2,127,1,2,70.75,283,4,0,No IMSS
2022,30,99,2,2,127,1,3,28.176470588235293,479,17,0,No IMSS
2022,30,99,2,2,127,1,4,21.5,473,22,0,No IMSS
2022,30,99,2,2,127,1,5,10,10,1,0,IMSS
2022,30,99,2,2,127,1,5,56.078947368421055,2131,38,0,No IMSS
2022,30,99,2,2,127,1,6,59.6,298,5,0,No IMSS
2022,30,99,2,2,127,2,1,8,8,1,0,No IMSS
2022,30,99,2,2,127,2,2,5,35,7,0,No IMSS
2022,30,99,2,2,127,2,3,5.333333333333333,16,3,0,No IMSS
2022,30,99,2,2,127,2,4,4.666666666666667,28,6,0,No IMSS
2022,30,99,2,2,127,2,5,20,20,1,0,IMSS
2022,30,99,2,2,127,2,5,30.785714285714285,431,14,0,No IMSS
2022,30,99,2,2,127,2,6,7,7,1,0,No IMSS
2022,30,99,2,2,136,2,2,20.666666666666668,62,3,0,No IMSS
2022,30,99,2,2,136,2,3,7,14,2,0,No IMSS
2022,30,99,2,2,136,2,4,6.5,13,2,0,No IMSS
2022,30,99,2,2,49,1,2,8.142857142857142,57,7,0,No IMSS
2022,30,99,2,2,49,1,3,46.375,1484,32,0,No IMSS
2022,30,99,2,2,49,1,4,1,1,1,0,IMSS
2022,30,99,2,2,49,1,4,39.425,3154,80,0,No IMSS
2022,30,99,2,2,49,1,5,52,52,1,0,IMSS
2022,30,99,2,2,49,1,5,52.906474820143885,7354,139,0,No IMSS
2022,30,99,2,2,49,1,6,62.166666666666664,1119,18,0,No IMSS
2022,30,99,2,2,49,1,7,132,132,1,0,No IMSS
2022,30,99,2,2,49,2,2,7.125,57,8,0,No IMSS
2022,30,99,2,2,49,2,3,1,1,1,0,No IMSS
2022,30,99,2,2,49,2,3,24.954545454545453,549,22,0,No IMSS
2022,30,99,2,2,49,2,4,53.146341463414636,2179,41,0,No IMSS
2022,30,99,2,2,49,2,5,5,5,1,0,IMSS
2022,30,99,2,2,49,2,5,42,1764,42,0,No IMSS
2022,30,99,2,2,49,2,6,6,36,6,0,No IMSS
2022,30,99,2,2,49,2,6,127,127,1,0,IMSS
2022,31,142417,2,2,49,2,5,21,21,1,0,No IMSS
2022,31,14,2,2,127,1,3,43,43,1,0,No IMSS
2022,31,14,2,2,127,1,4,59,118,2,0,No IMSS
2022,31,14,2,2,127,1,5,26.75,107,4,0,No IMSS
2022,31,14,2,2,127,1,6,15,30,2,0,No IMSS
2022,31,14,2,2,127,2,3,3,3,1,0,No IMSS
2022,31,14,2,2,127,2,4,34.666666666666664,104,3,0,No IMSS
2022,31,14,2,2,127,2,5,39.333333333333336,118,3,0,No IMSS
2022,31,14,2,2,49,1,2,14,14,1,0,No IMSS
2022,31,14,2,2,49,1,3,3.5,7,2,0,No IMSS
2022,31,14,2,2,49,1,4,42.333333333333336,254,6,0,No IMSS
2022,31,14,2,2,49,1,5,90.8,454,5,0,No IMSS
2022,31,14,2,2,49,1,6,50.5,202,4,0,No IMSS
2022,31,14,2,2,49,2,3,2,4,2,0,No IMSS
2022,31,14,2,2,49,2,4,9.5,38,4,0,No IMSS
2022,31,14,2,2,49,2,5,11.5,23,2,0,No IMSS
2022,31,14,2,2,49,2,6,220,220,1,0,No IMSS
2022,31,14,2,2,IM127,1,5,1,1,1,0,No IMSS
2022,31,14,2,2,IM237,1,5,49,49,1,0,No IMSS
2022,31,14,1,2,127,2,6,49,49,1,0,No IMSS
2022,31,99,2,2,49,1,1,5,5,1,0,No IMSS
2022,31,99,2,2,49,1,2,15.833333333333334,190,12,0,No IMSS
2022,31,99,2,2,49,1,3,6,6,1,0,IMSS
2022,31,99,2,2,49,1,3,27.71875,887,32,0,No IMSS
2022,31,99,2,2,49,1,4,26,26,1,0,IMSS
2022,31,99,2,2,49,1,4,37,37,1,0,No IMSS
2022,31,99,2,2,49,1,4,46.91304347826087,3237,69,0,No IMSS
2022,31,99,2,2,49,1,5,8.5,17,2,0,IMSS
2022,31,99,2,2,49,1,5,58.8,7644,130,0,No IMSS
2022,31,99,2,2,49,1,5,82,82,1,0,No IMSS
2022,31,99,2,2,49,1,6,80.32142857142857,2249,28,0,No IMSS
2022,31,99,2,2,49,2,2,7.5,30,4,0,No IMSS
2022,31,99,2,2,49,2,3,5.25,21,4,0,IMSS
2022,31,99,2,2,49,2,3,17.571428571428573,492,28,0,No IMSS
2022,31,99,2,2,49,2,4,1,1,1,0,IMSS
2022,31,99,2,2,49,2,4,4,4,1,0,No IMSS
2022,31,99,2,2,49,2,4,44.68,2234,50,0,No IMSS
2022,31,99,2,2,49,2,5,47.95,1918,40,0,No IMSS
2022,31,99,2,2,49,2,6,105.5,633,6,0,No IMSS
2022,31,99,2,2,IM127,1,3,2,2,1,0,No IMSS
2022,31,99,2,2,IM127,1,4,25,25,1,0,No IMSS
2022,31,99,2,2,IM127,1,5,1,1,1,0,No IMSS
2022,31,99,2,2,IM127,2,3,2,2,1,0,No IMSS
2022,31,99,2,2,IM237,1,2,20,20,1,0,No IMSS
2022,31,99,2,2,IM237,1,3,108,216,2,0,No IMSS
2022,31,99,2,2,IM237,1,4,5,10,2,0,No IMSS
2022,31,99,2,2,IM237,1,5,48.666666666666664,146,3,0,No IMSS
2022,31,99,2,2,IM237,1,6,3,3,1,0,No IMSS
2022,31,99,2,2,IM237,2,4,446,446,1,0,No IMSS
2022,31,99,2,2,IM237,2,5,92,184,2,0,No IMSS
2022,31,99,3,2,136,2,3,84,84,1,0,No IMSS
2022,31,99,1,2,127,2,6,49,49,1,0,No IMSS
2022,31,99,1,2,49,1,4,21,21,1,0,No IMSS
2022,31,99,1,2,49,2,3,32,32,1,0,No IMSS
2022,31,99,2,2,127,1,2,5.5,22,4,0,No IMSS
2022,31,99,2,2,127,1,3,59.18181818181818,651,11,0,No IMSS
2022,31,99,2,2,127,1,4,3,3,1,0,IMSS
2022,31,99,2,2,127,1,4,45.208333333333336,1085,24,0,No IMSS
2022,31,99,2,2,127,1,5,77.60975609756098,3182,41,0,No IMSS
2022,31,99,2,2,127,1,6,22.444444444444443,202,9,0,No IMSS
2022,31,99,2,2,127,2,2,4.6,23,5,0,No IMSS
2022,31,99,2,2,127,2,3,26.5,212,8,0,No IMSS
2022,31,99,2,2,127,2,4,15.75,126,8,0,No IMSS
2022,31,99,2,2,127,2,5,32.5,650,20,0,No IMSS
2022,31,99,2,2,127,2,6,48,48,1,0,No IMSS
2022,31,99,2,2,136,2,2,6,6,1,0,No IMSS
2022,31,99,2,2,136,2,3,8.25,33,4,0,No IMSS
2022,32,14,2,2,127,1,4,1,1,1,0,No IMSS
2022,32,14,2,2,127,1,5,80.66666666666667,242,3,0,No IMSS
2022,32,14,2,2,127,2,4,10,10,1,0,No IMSS
2022,32,14,2,2,49,1,2,1,1,1,0,No IMSS
2022,32,14,2,2,49,1,3,8.5,17,2,0,No IMSS
2022,32,14,2,2,49,1,4,23.714285714285715,166,7,0,No IMSS
2022,32,14,2,2,49,1,5,38,114,3,0,No IMSS
2022,32,14,2,2,49,1,5,59,118,2,0,IMSS
2022,32,14,2,2,49,1,6,81.75,327,4,0,No IMSS
2022,32,14,2,2,49,2,2,4.5,9,2,0,No IMSS
2022,32,14,2,2,49,2,3,31.666666666666668,190,6,0,No IMSS
2022,32,14,2,2,49,2,4,25.5,102,4,0,No IMSS
2022,32,14,2,2,49,2,5,10,10,1,0,No IMSS
2022,32,99,2,2,IM237,1,4,22.2,111,5,0,No IMSS
2022,32,99,2,2,IM237,1,5,187,374,2,0,No IMSS
2022,32,99,2,2,IM237,1,6,4,8,2,0,No IMSS
2022,32,99,2,2,IM237,2,5,7,7,1,0,No IMSS
2022,32,99,1,2,49,2,3,61,61,1,0,No IMSS
2022,32,99,1,2,49,2,5,11.5,23,2,0,No IMSS
2022,32,99,2,2,127,1,2,74,296,4,0,No IMSS
2022,32,99,2,2,127,1,3,45.42857142857143,636,14,0,No IMSS
2022,32,99,2,2,127,1,4,40.76190476190476,856,21,0,No IMSS
2022,32,99,2,2,127,1,5,60.55,2422,40,0,No IMSS
2022,32,99,2,2,127,1,6,79.6,398,5,0,No IMSS
2022,32,99,2,2,127,2,2,10.25,82,8,0,No IMSS
2022,32,99,2,2,127,2,3,5,20,4,0,No IMSS
2022,32,99,2,2,127,2,4,28.90909090909091,318,11,0,No IMSS
2022,32,99,2,2,127,2,5,4,4,1,0,No IMSS
2022,32,99,2,2,127,2,5,31.666666666666668,570,18,0,No IMSS
2022,32,99,2,2,127,2,6,29,29,1,0,IMSS
2022,32,99,2,2,127,2,6,45,90,2,0,No IMSS
2022,32,99,2,2,136,2,2,1.6666666666666667,5,3,0,No IMSS
2022,32,99,2,2,136,2,3,4.75,19,4,0,No IMSS
2022,32,99,2,2,49,1,2,5.7,57,10,0,No IMSS
2022,32,99,2,2,49,1,3,13,26,2,0,IMSS
2022,32,99,2,2,49,1,3,25,775,31,0,No IMSS
2022,32,99,2,2,49,1,3,56,56,1,0,No IMSS
2022,32,99,2,2,49,1,4,41.380434782608695,3807,92,0,No IMSS
2022,32,99,2,2,49,1,5,59,118,2,0,IMSS
2022,32,99,2,2,49,1,5,63.91,6391,100,0,No IMSS
2022,32,99,2,2,49,1,6,70.74285714285715,2476,35,0,No IMSS
2022,32,99,2,2,49,1,7,25,125,5,0,No IMSS
2022,32,99,2,2,49,2,2,4.090909090909091,45,11,0,No IMSS
2022,32,99,2,2,49,2,2,6,6,1,0,IMSS
2022,32,99,2,2,49,2,3,29.107142857142858,815,28,0,No IMSS
2022,32,99,2,2,49,2,4,8.5,17,2,0,IMSS
2022,32,99,2,2,49,2,4,40.111111111111114,1805,45,0,No IMSS
2022,32,99,2,2,49,2,5,17.5,35,2,0,IMSS
2022,32,99,2,2,49,2,5,35.67272727272727,1962,55,0,No IMSS
2022,32,99,2,2,49,2,6,6.5,39,6,0,No IMSS
2022,32,99,2,2,IM127,1,2,2,2,1,0,No IMSS
2022,32,99,2,2,IM127,1,4,1,1,1,0,No IMSS
2022,32,99,2,2,IM127,1,5,1,1,1,0,No IMSS
2022,32,99,2,2,IM127,2,2,4,4,1,0,No IMSS
2022,32,99,2,2,IM127,2,5,2,2,1,0,No IMSS
2022,33,14,2,2,127,1,4,14,42,3,0,No IMSS
2022,33,14,2,2,127,1,5,7.833333333333333,47,6,0,No IMSS
2022,33,14,2,2,127,2,2,2.5,5,2,0,No IMSS
2022,33,14,2,2,127,2,4,42,84,2,0,No IMSS
2022,33,14,2,2,136,2,2,1,1,1,0,No IMSS
2022,33,14,2,2,49,1,2,1,1,1,0,No IMSS
2022,33,14,2,2,49,1,3,34,102,3,0,No IMSS
2022,33,14,2,2,49,1,4,25.8125,413,16,0,No IMSS
2022,33,14,2,2,49,1,5,2,2,1,0,IMSS
2022,33,14,2,2,49,1,5,58.588235294117645,996,17,0,No IMSS
2022,33,14,2,2,49,1,6,105,105,1,0,No IMSS
2022,33,14,2,2,49,2,2,8,16,2,0,No IMSS
2022,33,14,2,2,49,2,3,6,6,1,0,No IMSS
2022,33,14,2,2,49,2,4,6,18,3,0,No IMSS
2022,33,14,2,2,49,2,5,19.6,98,5,0,No IMSS
2022,33,14,2,2,49,2,6,41,41,1,0,No IMSS
2022,33,99,2,2,49,1,1,3,3,1,0,No IMSS
2022,33,99,2,2,49,1,2,16.375,262,16,0,No IMSS
2022,33,99,2,2,49,1,3,10,20,2,0,IMSS
2022,33,99,2,2,49,1,3,18.75,600,32,0,No IMSS
2022,33,99,2,2,49,1,4,50.285714285714285,5632,112,0,No IMSS
2022,33,99,2,2,49,1,4,89,356,4,0,IMSS
2022,33,99,2,2,49,1,5,2,2,1,0,IMSS
2022,33,99,2,2,49,1,5,62.613138686131386,8578,137,0,No IMSS
2022,33,99,2,2,49,1,6,2,2,1,0,IMSS
2022,33,99,2,2,49,1,6,52.73076923076923,1371,26,0,No IMSS
2022,33,99,2,2,49,1,7,2.5,5,2,0,No IMSS
2022,33,99,2,2,49,2,2,5.090909090909091,56,11,0,No IMSS
2022,33,99,2,2,49,2,3,27.566666666666666,827,30,0,No IMSS
2022,33,99,2,2,49,2,3,105,105,1,0,IMSS
2022,33,99,2,2,49,2,4,29.551020408163264,1448,49,0,No IMSS
2022,33,99,2,2,49,2,5,1.5,3,2,0,IMSS
2022,33,99,2,2,49,2,5,19.875,954,48,0,No IMSS
2022,33,99,2,2,49,2,6,29.9,299,10,0,No IMSS
2022,33,99,2,2,IM127,1,3,1,2,2,0,No IMSS
2022,33,99,2,2,IM127,2,4,2,4,2,0,No IMSS
2022,33,99,2,2,IM237,1,3,4,12,3,0,No IMSS
2022,33,99,2,2,IM237,1,4,13.5,27,2,0,No IMSS
2022,33,99,2,2,IM237,1,5,52,104,2,0,No IMSS
2022,33,99,2,2,IM237,2,2,3,6,2,0,No IMSS
2022,33,99,3,2,136,2,2,84,84,1,0,No IMSS
2022,33,99,3,2,136,2,3,84,84,1,0,No IMSS
2022,33,99,1,2,49,1,4,17,17,1,0,No IMSS
2022,33,99,1,2,49,2,4,2,2,1,0,No IMSS
2022,33,99,2,2,127,1,1,14,14,1,0,No IMSS
2022,33,99,2,2,127,1,2,5.833333333333333,35,6,0,No IMSS
2022,33,99,2,2,127,1,3,25.142857142857142,176,7,0,No IMSS
2022,33,99,2,2,127,1,4,26.571428571428573,744,28,0,No IMSS
2022,33,99,2,2,127,1,5,40.44736842105263,1537,38,0,No IMSS
2022,33,99,2,2,127,1,6,17.333333333333332,104,6,0,No IMSS
2022,33,99,2,2,127,2,2,2.8333333333333335,17,6,0,No IMSS
2022,33,99,2,2,127,2,3,19.6,98,5,0,No IMSS
2022,33,99,2,2,127,2,4,30.133333333333333,452,15,0,No IMSS
2022,33,99,2,2,127,2,5,56.23529411764706,956,17,0,No IMSS
2022,33,99,2,2,127,2,6,1,1,1,0,No IMSS
2022,33,99,2,2,136,2,2,2,8,4,0,No IMSS
2022,34,14,2,2,127,1,3,8,8,1,0,No IMSS
2022,34,14,2,2,127,1,4,4.333333333333333,13,3,0,No IMSS
2022,34,14,2,2,127,1,5,1,1,1,0,No IMSS
2022,34,14,2,2,127,1,6,83,166,2,0,No IMSS
2022,34,14,2,2,127,2,2,1,1,1,0,No IMSS
2022,34,14,2,2,127,2,4,59.5,119,2,0,No IMSS
2022,34,14,2,2,127,2,5,1.5,3,2,0,No IMSS
2022,34,14,2,2,136,2,2,5,5,1,0,No IMSS
2022,34,14,2,2,136,2,3,3,3,1,0,No IMSS
2022,34,14,2,2,49,1,3,38.8,194,5,0,No IMSS
2022,34,14,2,2,49,1,4,44.142857142857146,309,7,0,No IMSS
2022,34,14,2,2,49,1,5,34.18181818181818,376,11,0,No IMSS
2022,34,14,2,2,49,1,6,10,10,1,0,No IMSS
2022,34,14,2,2,49,2,3,4,4,1,0,No IMSS
2022,34,14,2,2,49,2,4,7.666666666666667,46,6,0,No IMSS
2022,34,14,2,2,49,2,5,12,12,1,0,No IMSS
2022,34,14,2,2,49,2,6,1,1,1,0,No IMSS
2022,34,14,2,2,IM127,1,4,3,3,1,0,No IMSS
2022,34,99,2,2,49,1,2,7.6923076923076925,100,13,0,No IMSS
2022,34,99,2,2,49,1,3,28.09090909090909,1236,44,0,No IMSS
2022,34,99,2,2,49,1,4,45.13414634146341,3701,82,0,No IMSS
2022,34,99,2,2,49,1,5,54.13076923076923,7037,130,0,No IMSS
2022,34,99,2,2,49,1,6,52.17857142857143,1461,28,0,No IMSS
2022,34,99,2,2,49,1,7,50,100,2,0,No IMSS
2022,34,99,2,2,49,2,1,24,24,1,0,No IMSS
2022,34,99,2,2,49,2,2,5.6,56,10,0,No IMSS
2022,34,99,2,2,49,2,3,2,2,1,0,IMSS
2022,34,99,2,2,49,2,3,15.08,377,25,0,No IMSS
2022,34,99,2,2,49,2,4,2.5,5,2,0,IMSS
2022,34,99,2,2,49,2,4,16.17391304347826,744,46,0,No IMSS
2022,34,99,2,2,49,2,5,27.53846153846154,1074,39,0,No IMSS
2022,34,99,2,2,49,2,5,42,42,1,0,No IMSS
2022,34,99,2,2,49,2,6,10.4,52,5,0,No IMSS
2022,34,99,2,2,IM127,1,4,3,3,1,0,No IMSS
2022,34,99,2,2,IM127,1,5,2,2,1,0,No IMSS
2022,34,99,2,2,IM237,1,3,5,5,1,0,No IMSS
2022,34,99,2,2,IM237,1,4,3,6,2,0,No IMSS
2022,34,99,2,2,IM237,1,5,8.25,33,4,0,No IMSS
2022,34,99,2,2,IM237,1,6,77,77,1,0,No IMSS
2022,34,99,2,2,IM237,2,3,2,2,1,0,No IMSS
2022,34,99,2,2,IM237,2,5,4,8,2,0,No IMSS
2022,34,99,3,2,136,2,3,84,168,2,0,No IMSS
2022,34,99,1,2,49,1,4,279,279,1,0,No IMSS
2022,34,99,1,2,49,1,5,21.666666666666668,65,3,0,No IMSS
2022,34,99,1,2,49,1,6,63,126,2,0,No IMSS
2022,34,99,1,2,49,2,4,5,5,1,0,No IMSS
2022,34,99,2,2,127,1,1,3,3,1,0,No IMSS
2022,34,99,2,2,127,1,2,1.7142857142857142,12,7,0,No IMSS
2022,34,99,2,2,127,1,3,28.375,227,8,0,No IMSS
2022,34,99,2,2,127,1,4,32.370370370370374,874,27,0,No IMSS
2022,34,99,2,2,127,1,5,86.1923076923077,2241,26,0,No IMSS
2022,34,99,2,2,127,1,6,123,492,4,0,No IMSS
2022,34,99,2,2,127,2,2,6.666666666666667,40,6,0,No IMSS
2022,34,99,2,2,127,2,3,64,192,3,0,No IMSS
2022,34,99,2,2,127,2,4,2,2,1,0,IMSS
2022,34,99,2,2,127,2,4,14,14,1,0,No IMSS
2022,34,99,2,2,127,2,4,27.25,436,16,0,No IMSS
2022,34,99,2,2,127,2,5,8.72,218,25,0,No IMSS
2022,34,99,2,2,127,2,6,81,324,4,0,No IMSS
2022,34,99,2,2,136,2,2,4.333333333333333,13,3,0,No IMSS
2022,34,99,2,2,136,2,3,5.5,22,4,0,No IMSS
2022,35,14,2,2,127,1,3,14.333333333333334,43,3,0,No IMSS
2022,35,14,2,2,127,1,4,28.88888888888889,260,9,0,No IMSS
2022,35,14,2,2,127,1,5,40.833333333333336,245,6,0,No IMSS
2022,35,14,2,2,127,2,2,4.5,9,2,0,No IMSS
2022,35,14,2,2,127,2,4,2.5,5,2,0,No IMSS
2022,35,14,2,2,49,1,4,43,258,6,0,No IMSS
2022,35,14,2,2,49,1,5,6,6,1,0,IMSS
2022,35,14,2,2,49,1,5,42,336,8,0,No IMSS
2022,35,14,2,2,49,1,6,14,14,1,0,No IMSS
2022,35,14,2,2,49,2,2,1,1,1,0,No IMSS
2022,35,14,2,2,49,2,3,50.666666666666664,152,3,0,No IMSS
2022,35,14,2,2,49,2,4,16.4,82,5,0,No IMSS
2022,35,14,2,2,49,2,5,42.5,85,2,0,No IMSS
2022,35,14,2,2,49,2,6,10,10,1,0,No IMSS
2022,35,14,2,2,IM127,2,3,7,7,1,0,No IMSS
2022,35,14,3,2,136,2,3,84,84,1,0,No IMSS
2022,35,99,2,2,127,1,1,1,1,1,0,No IMSS
2022,35,99,2,2,127,1,2,1,2,2,0,No IMSS
2022,35,99,2,2,127,1,3,36,36,1,0,IMSS
2022,35,99,2,2,127,1,3,39.1,391,10,0,No IMSS
2022,35,99,2,2,127,1,4,35.55,711,20,0,No IMSS
2022,35,99,2,2,127,1,5,1,1,1,0,IMSS
2022,35,99,2,2,127,1,5,61,1830,30,0,No IMSS
2022,35,99,2,2,127,1,6,101,404,4,0,No IMSS
2022,35,99,2,2,127,2,1,1,1,1,0,No IMSS
2022,35,99,2,2,127,2,2,5.2,26,5,0,No IMSS
2022,35,99,2,2,127,2,3,26.625,213,8,0,No IMSS
2022,35,99,2,2,127,2,4,5,5,1,0,IMSS
2022,35,99,2,2,127,2,4,45.666666666666664,411,9,0,No IMSS
2022,35,99,2,2,127,2,5,48.55555555555556,437,9,0,No IMSS
2022,35,99,2,2,136,2,2,6,6,1,0,No IMSS
2022,35,99,2,2,136,2,3,6,6,1,0,No IMSS
2022,35,99,2,2,136,2,3,7,7,1,0,IMSS
2022,35,99,2,2,IM127,1,5,1,1,1,0,No IMSS
2022,35,99,2,2,IM127,2,3,7,7,1,0,No IMSS
2022,35,99,2,2,IM127,2,4,1,2,2,0,No IMSS
2022,35,99,2,2,IM127,2,5,1,1,1,0,No IMSS
2022,35,99,2,2,49,1,1,12.5,25,2,0,No IMSS
2022,35,99,2,2,49,1,2,8.666666666666666,78,9,0,No IMSS
2022,35,99,2,2,49,1,3,1,1,1,0,IMSS
2022,35,99,2,2,49,1,3,28.151515151515152,929,33,0,No IMSS
2022,35,99,2,2,49,1,4,12,12,1,0,IMSS
2022,35,99,2,2,49,1,4,45.94736842105263,4365,95,0,No IMSS
2022,35,99,2,2,49,1,5,5.5,11,2,0,IMSS
2022,35,99,2,2,49,1,5,61.984375,7934,128,0,No IMSS
2022,35,99,2,2,49,1,6,14,14,1,0,IMSS
2022,35,99,2,2,49,1,6,63.07142857142857,1766,28,0,No IMSS
2022,35,99,2,2,49,1,7,32.333333333333336,97,3,0,No IMSS
2022,35,99,2,2,49,2,2,8,48,6,0,No IMSS
2022,35,99,2,2,49,2,3,19.137931034482758,555,29,0,No IMSS
2022,35,99,2,2,49,2,3,105,105,1,0,IMSS
2022,35,99,2,2,49,2,4,1,1,1,0,IMSS
2022,35,99,2,2,49,2,4,20.630434782608695,949,46,0,No IMSS
2022,35,99,2,2,49,2,5,1,1,1,0,IMSS
2022,35,99,2,2,49,2,5,24.377777777777776,1097,45,0,No IMSS
2022,35,99,2,2,49,2,6,75.2,752,10,0,No IMSS
2022,35,99,1,2,127,1,4,219,219,1,0,No IMSS
2022,35,99,1,2,136,2,2,20,20,1,0,No IMSS
2022,35,99,1,2,49,1,3,124.5,249,2,0,No IMSS
2022,35,99,1,2,49,1,4,14,14,1,0,No IMSS
2022,35,99,1,2,49,2,3,54,54,1,0,No IMSS
2022,35,99,1,2,49,2,4,6,12,2,0,No IMSS
2022,36,14,2,2,127,1,3,8.5,17,2,0,No IMSS
2022,36,14,2,2,127,1,4,14,14,1,0,No IMSS
2022,36,14,2,2,127,1,5,32,32,1,0,No IMSS
2022,36,14,2,2,127,2,2,3.5,7,2,0,No IMSS
2022,36,14,2,2,127,2,3,1,1,1,0,No IMSS
2022,36,14,2,2,127,2,4,24.333333333333332,73,3,0,No IMSS
